eid,dataset,title,text,text_size,text_length,text_word_count,bertsum_quality,refresh_quality,bert_qa_quality,bertsum,refresh,bert_qa
2-s2.0-84930331694,Tech,Older people going online: Its value and before-After evaluation of volunteer support,"Although Internet usage can benefit older people by reducing social isolation, increasing access to services, and improving health and well-being, only a minority are online. Barriers to Internet uptake include attitude and a lack of knowledge and help. We have evaluated volunteer support in helping older people go online. Knowing what value the Internet has been to older people who have just gone online should guide how it is ""sold"" to those remaining offline. Objective: Objectives of this study are (1) to assess the feasibility of recruiting volunteers aged 50 years and older and supporting them in helping people (ie, beneficiaries) aged 65 years and older go online, (2) to assess the impact of beneficiaries using the Internet on contacts with others, loneliness, and mental health, and (3) to assess the perceived value to beneficiaries of going online. Methods: Beneficiaries received help in using the Internet from 32 volunteers in one of two ways: (1) one-on-one in their own homes, receiving an average of 12 hours of help over eight visits, or (2) in small group sessions, receiving 12 hours of help over six visits. We assessed, at registration and follow-up, the number of contacts with others, using Lubben's 6-item Lubben Social Network Scale (LBNS-6), loneliness, using De Jong Gierveld's 6-item De Jong Gierveld loneliness scale (DJG-6), and mental well-being, using Tennant's Short Warwick-Edinburgh Mental Well-Being Scale (SWEMWBS). We also assessed how beneficiaries valued going online using a Social Return on Investment (SROI) approach by postal survey. Results: A total of 144 beneficiaries were recruited with the aim of helping them go online via one-on-one (n=58) or small group (n=86) sessions. Data through to follow-up were available on 76.4% (110/144) of participants. From baseline to follow-up, the number of contacts with others was significantly increased-LBNS-6, mean 13.7 to mean 17.6-loneliness scores were reduced-DJG-6, mean 2.38 to mean 1.80-and mental well-being improved-SWEMWBS, mean 24.06 to mean 24.96. Out of six options, beneficiaries valued better communication with family and friends most and better health care least as a benefit of using the Internet. Out of nine options, having the Internet was valued less than having TV, but more than, for example, having a weekly visit from a cleaner. There were no associations between values placed on Internet use or volunteer help and psychological improvements. Conclusions: Volunteer help to go online seemed to result in increased social contacts, reduced loneliness, and improved mental well-being and was valued quite highly by beneficiaries. Although the use of the Internet for health care was the least valued, improved social contact can improve health. Contacting family is likely to be the best ""selling point"" of the Internet for older people.",long,2860,443,neutral,neutral,suboptimal,"Barriers to Internet uptake include attitude and a lack of knowledge and help .<q>We have evaluated volunteer support in helping older people go online .<q>Although Internet usage can benefit older people by reducing social isolation , increasing access to services , and improving health and well-being , only a minority are online .","Although Internet usage can benefit older people by reducing social isolation , increasing access to services , and improving health and well-being , only a minority are online .
Barriers to Internet uptake include attitude and a lack of knowledge and help .
Objective : Objectives of this study are -LRB- 1 -RRB- to assess the feasibility of recruiting volunteers aged 50 years and older and supporting them in helping people -LRB- ie , beneficiaries -RRB- aged 65 years and older go online , -LRB- 2 -RRB- to assess the impact of beneficiaries using the Internet on contacts with others , loneliness , and mental health , and -LRB- 3 -RRB- to assess the perceived value to beneficiaries of going online .","recruiting volunteers aged 50 years and older and supporting them in helping people (ie, beneficiaries) aged 65 years and older go online
<q>Social Return on Investment (SROI)"
2-s2.0-85021730725,Tech,Facial age estimation with age difference,"Age estimation based on the human face remains a significant problem in computer vision and pattern recognition. In order to estimate an accurate age or age group of a facial image, most of the existing algorithms require a huge face data set attached with age labels. This imposes a constraint on the utilization of the immensely unlabeled or weakly labeled training data, e.g., the huge amount of human photos in the social networks. These images may provide no age label, but it is easy to derive the age difference for an image pair of the same person. To improve the age estimation accuracy, we propose a novel learning scheme to take advantage of these weakly labeled data through the deep convolutional neural networks. For each image pair, Kullback-Leibler divergence is employed to embed the age difference information. The entropy loss and the cross entropy loss are adaptively applied on each image to make the distribution exhibit a single peak value. The combination of these losses is designed to drive the neural network to understand the age gradually from only the age difference information. We also contribute a data set, including more than 100 000 face images attached with their taken dates. Each image is both labeled with the timestamp and people identity. Experimental results on two aging face databases show the advantages of the proposed age difference learning system, and the state-of-the-art performance is gained. © 2016 IEEE.",medium,1458,238,neutral,neutral,neutral,"In order to estimate an accurate age or age group of a facial image , most of the existing algorithms require a huge face data set attached with age labels .<q>Age estimation based on the human face remains a significant problem in computer vision and pattern recognition .<q>These images may provide no age label , but it is easy to derive the age difference for an image pair of the same person .","Age estimation based on the human face remains a significant problem in computer vision and pattern recognition .
To improve the age estimation accuracy , we propose a novel learning scheme to take advantage of these weakly labeled data through the deep convolutional neural networks .
For each image pair , Kullback-Leibler divergence is employed to embed the age difference information .","Experimental results on two aging face databases
<q>Experimental results on two aging face databases show the advantages of the proposed age difference learning system"
2-s2.0-84983751468,Tech,Can videoconferencing affect older people’s engagement and perception of their social support in long-term conditions management: a social network analysis from the Telehealth Literacy Project,"Social support is a key component in managing long-term conditions. As people age in their homes, there is a greater risk of social isolation, which can be ameliorated by informal support networks. This study examined the relationship between changes in social support networks for older people living in a regional area following weekly videoconference groups delivered to the home. Between February and June 2014, we delivered 44 weekly group meetings via videoconference to participants in a regional town in Australia. The meetings provided participants with education and an opportunity to discuss health issues and connect with others in similar circumstances. An uncontrolled, pre-post-test methodology was employed. A social network tool was completed by 45 (87%) participants either pre- or post-intervention, of which 24 (46%) participants completed the tool pre- and post-intervention. In addition, 14 semi-structured interviews and 4 focus groups were conducted. Following the intervention, participants identified increased membership of their social networks, although they did not identify individuals from the weekly videoconference groups. The most important social support networks remained the same pre- and post-intervention namely, health professionals, close family and partners. However, post-intervention participants identified friends and wider family as more important to managing their chronic condition compared to pre-intervention. Participants derived social support, in particular, companionship, emotional and informational support as well as feeling more engaged with life, from the weekly videoconference meetings. Videoconference education groups delivered into the home can provide social support and enhance self-management for older people with chronic conditions. They provide the opportunity to develop a virtual social support network containing new and diverse social connections. © 2016 John Wiley & Sons Ltd",medium,1952,270,neutral,neutral,good,"Videoconference education groups delivered into the home can provide social support and enhance self-management for older people with chronic conditions .<q>Between February and June 2014 , we delivered 44 weekly group meetings via videoconference to participants in a regional town in Australia .<q>They provide the opportunity to develop a virtual social support network containing new and diverse social connections .","Social support is a key component in managing long-term conditions .
As people age in their homes , there is a greater risk of social isolation , which can be ameliorated by informal support networks .
Between February and June 2014 , we delivered 44 weekly group meetings via videoconference to participants in a regional town in Australia .","This study examined the relationship between changes in social support networks for older people living in a regional area following weekly videoconference groups delivered to the home
<q>examined the relationship between changes in social support networks for older people living in a regional area following weekly videoconference groups delivered to the home"
2-s2.0-84950127421,Tech,ICT-based system to predict and prevent falls (iStoppFalls): Results from an international multicenter randomized controlled trial,"Background: Falls and fall-related injuries are a serious public health issue. Exercise programs can effectively reduce fall risk in older people. The iStoppFalls project developed an Information and Communication Technology-based system to deliver an unsupervised exercise program in older people’s homes. The primary aims of the iStoppFalls randomized controlled trial were to assess the feasibility (exercise adherence, acceptability and safety) of the intervention program and its effectiveness on common fall risk factors. Methods: A total of 153 community-dwelling people aged 65+ years took part in this international, multicentre, randomized controlled trial. Intervention group participants conducted the exercise program for 16 weeks, with a recommended duration of 120 min/week for balance exergames and 60 min/week for strength exercises. All intervention and control participants received educational material including advice on a healthy lifestyle and fall prevention. Assessments included physical and cognitive tests, and questionnaires for health, fear of falling, number of falls, quality of life and psychosocial outcomes. Results: The median total exercise duration was 11.7 h (IQR = 22.0) over the 16-week intervention period. There were no adverse events. Physiological fall risk (Physiological Profile Assessment, PPA) reduced significantly more in the intervention group compared to the control group (F1,127 = 4.54, p = 0.035). There was a significant three-way interaction for fall risk assessed by the PPA between the high-adherence (&gt;90 min/week; n = 18, 25.4 %), low-adherence (&lt;90 min/week; n = 53, 74.6 %) and control group (F2,125 = 3.12, n = 75, p = 0.044). Post hoc analysis revealed a significantly larger effect in favour of the high-adherence group compared to the control group for fall risk (p = 0.031), postural sway (p = 0.046), stepping reaction time (p = 0.041), executive functioning (p = 0.044), and quality of life (p for trend = 0.052). Conclusions: The iStoppFalls exercise program reduced physiological fall risk in the study sample. Additional subgroup analyses revealed that intervention participants with better adherence also improved in postural sway, stepping reaction, and executive function. Trial registration: Australian New Zealand Clinical Trials Registry Trial ID: ACTRN12614000096651 International Standard Randomised Controlled Trial Number: ISRCTN15932647. © 2015 Gschwind et al.",long,2451,352,neutral,neutral,neutral,"The iStoppFalls project developed an Information and Communication Technology-based system to deliver an unsupervised exercise program in older people ’ s homes .<q>Conclusions : The iStoppFalls exercise program reduced physiological fall risk in the study sample .<q>The primary aims of the iStoppFalls randomized controlled trial were to assess the feasibility ( exercise adherence , acceptability and safety ) of the intervention program and its effectiveness on common fall risk factors .","Background : Falls and fall-related injuries are a serious public health issue .
Exercise programs can effectively reduce fall risk in older people .
Methods : A total of 153 community-dwelling people aged 65 + years took part in this international , multicentre , randomized controlled trial .","randomized controlled trial
<q>significant three-way interaction"
2-s2.0-84989229135,Tech,Daily emotional stress reactivity in emerging adulthood: temporal stability and its predictors,"Background & Objectives: Emotional reactivity to stress is associated with both mental and physical health and has been assumed to be a stable feature of the person. However, recent evidence suggests that the within-person association between stress and negative affect (i.e., affective stress-reactivity) may increase over time and in times of high stress, at least in older adult populations. The objective of the current study was to examine the across-time stability of stress-reactivity in a younger sample–emerging adulthood–and examine neuroticism, overall stress, social support and life events as potential moderators of stability. Design & Methods: Undergraduate students (N = 540, mean age = 18.76 years) participated in a measurement burst design, completing a 30-day daily diary annually for four years. Moderators were assessed once at every burst, while negative affect and stress were assessed daily via a secure website. Results & Conclusions: Findings suggest a relatively high degree of rank-order and mean-level stability in stress-reactivity across the four years, and within-person changes in neuroticism and overall stress predicted concurrent shifts in stress-reactivity. Unlike older samples, there was no evidence of an overall linear change in stability over time, though there was significant variability in linear change trajectories. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",medium,1425,208,neutral,neutral,neutral,"However , recent evidence suggests that the within-person association between stress and negative affect ( i.e. , affective stress-reactivity ) may increase over time and in times of high stress , at least in older adult populations .<q>The objective of the current study was to examine the across-time stability of stress-reactivity in a younger sample–emerging adulthood–and examine neuroticism , overall stress , social support and life events as potential moderators of stability .<q>Results & Conclusions : Findings suggest a relatively high degree of rank-order and mean-level stability in stress-reactivity across the four years , and within-person changes in neuroticism and overall stress predicted concurrent shifts in stress-reactivity .","Background & Objectives : Emotional reactivity to stress is associated with both mental and physical health and has been assumed to be a stable feature of the person .
However , recent evidence suggests that the within-person association between stress and negative affect -LRB- i.e. , affective stress-reactivity -RRB- may increase over time and in times of high stress , at least in older adult populations .
The objective of the current study was to examine the across-time stability of stress-reactivity in a younger sample -- emerging adulthood -- and examine neuroticism , overall stress , social support and life events as potential moderators of stability .","participated in a measurement burst design
<q>secure website"
2-s2.0-84945962016,Tech,Smart remote control design for seniors,"Technology is present in almost all aspects of our modern lives, and technological advances have been more and more prevalent. One would expect this to facilitate everybody’s life, rendering common tasks more practical and easier to perform, but that is often not the case - at least not for the elderly. Older people have significant difficulties in using technological equipment due to the visual, physical, cognitive and hearing limitations associated with the natural aging process; these aspects must be taken into account if the intention is that of integrating technology in the lives of the elderly. In order to improve the quality of life of the elderly, as well as to prevent their social isolation, a mobile device application was developed to act as an intelligent remote control. This mobile application deals with data from two different platforms that were previously developed for improving the quality of life of the senior population: HbbTV and +Social. The features built into this virtual remote control include the integration with the +Social platform, as well as a speech recognition mechanism, and the possibility of making and receiving video calls with an integrated contacts list. A comprehensive study was carried out, focusing on recommendations and rules for graphical interfaces for the elderly, so as to allow equipping the application with adequate usability standards. The most relevant result was the definition of a list of guidelines used to steer the development of the interface. An investigation of mechanisms and technologies for enabling the implementation of the required functionalities was also carried out in order to define methodologies for freeing the user from the need of possessing any level of computer literacy. A series of usability tests was also performed to validate the viability of the remote control application. These tests allowed assessing the quality of the application, especially concerning the Graphical User Interface, as well as to receive feedback from potential end users. Based on the data collected during the test phase we conclude that this product is useful and that it responds to a current need. © Springer International Publishing Switzerland 2015.",long,2228,348,suboptimal,neutral,neutral,"In order to improve the quality of life of the elderly , as well as to prevent their social isolation , a mobile device application was developed to act as an intelligent remote control .<q>A series of usability tests was also performed to validate the viability of the remote control application .<q>Technology is present in almost all aspects of our modern lives , and technological advances have been more and more prevalent .","Technology is present in almost all aspects of our modern lives , and technological advances have been more and more prevalent .
In order to improve the quality of life of the elderly , as well as to prevent their social isolation , a mobile device application was developed to act as an intelligent remote control .
This mobile application deals with data from two different platforms that were previously developed for improving the quality of life of the senior population : HbbTV and + Social .","An investigation of mechanisms and technologies for enabling the implementation of the required functionalities
<q>investigation of mechanisms and technologies for enabling the implementation of the required functionalities"
2-s2.0-85026236310,Tech,Mediating intergenerational family communication with computer-supported domestic technology,"The proliferation of social media tools for facilitating interpersonal communication has inadvertently modified the ways in which intergenerational exchanges are supported. However, such technology has generally not acknowledged the complexity of designing social interaction mechanisms involving older adults, where the provided technology services and the actual needs of elderly people are not necessarily aligned. As a way to bridge this gap, we developed SocialConnector, a computer-supported domestic system that facilitates and mediates social interaction among older adults and other family members using their preferred interaction paradigms and communication media. This paper reports on the results of an empirical in-the-wild study evaluating the mediation effect of the proposed system with a sample of nine families over nine weeks. The study results show that older adults using SocialConnector were more engaged in interacting within their close social networks, whereas social awareness notification messages did encourage user participation between family members and their older adults. By addressing the lessons learned in this study, social computing designers and practitioners would be in a better position to identify plausible solutions that would improve user experience and the effectiveness of computer-supported mediation strategies in intergenerational communication settings. © Springer International Publishing AG 2017.",medium,1451,197,good,neutral,neutral,"As a way to bridge this gap , we developed SocialConnector , a computer-supported domestic system that facilitates and mediates social interaction among older adults and other family members using their preferred interaction paradigms and communication media .<q>The study results show that older adults using SocialConnector were more engaged in interacting within their close social networks , whereas social awareness notification messages did encourage user participation between family members and their older adults .<q>This paper reports on the results of an empirical in-the-wild study evaluating the mediation effect of the proposed system with a sample of nine families over nine weeks .","The proliferation of social media tools for facilitating interpersonal communication has inadvertently modified the ways in which intergenerational exchanges are supported .
However , such technology has generally not acknowledged the complexity of designing social interaction mechanisms involving older adults , where the provided technology services and the actual needs of elderly people are not necessarily aligned .
This paper reports on the results of an empirical in-the-wild study evaluating the mediation effect of the proposed system with a sample of nine families over nine weeks .","in-the-wild study
<q>technology has generally not acknowledged the complexity of designing social interaction mechanisms involving older adults"
2-s2.0-85035796650,Tech,"A Telepresence Robot in Residential Care: Family Increasingly Present, Personnel Worried About Privacy","Elderly people moving into assisted living facilities often face profound changes in their daily routines and social relationships, which may lead to feelings of social isolation and even to depression. Telepresence robots can alleviate this by enabling easily accessible virtual presence of family members and other close ones at the ward. Telepresence robots have been tested in different care environments with often positive responses, but there are still challenges, both technical and non-technical, that hinder the wider adoption of the robots in residential care settings. We seek for more understanding of the non-technical challenges by studying the use of a telepresence robot Double in a residential care facility. In a 12-week field trial, we installed a telepresence robot in a room of a long-term care home resident for communicating with her family members. The qualitative interview data included the perspectives of the resident, her family members and care workers at the ward. The results confirm the potential of telepresence robots in assisted living in order to increase the presence of family members to the resident and vice versa; the study also provides insight about how the increased presence of family members may affect the care work. © 2017, Springer International Publishing AG.",medium,1311,202,neutral,good,neutral,"Telepresence robots have been tested in different care environments with often positive responses , but there are still challenges , both technical and non-technical , that hinder the wider adoption of the robots in residential care settings .<q>We seek for more understanding of the non-technical challenges by studying the use of a telepresence robot Double in a residential care facility .<q>The results confirm the potential of telepresence robots in assisted living in order to increase the presence of family members to the resident and vice versa ; the study also provides insight about how the increased presence of family members may affect the care work .","Telepresence robots can alleviate this by enabling easily accessible virtual presence of family members and other close ones at the ward .
Telepresence robots have been tested in different care environments with often positive responses , but there are still challenges , both technical and non-technical , that hinder the wider adoption of the robots in residential care settings .
We seek for more understanding of the non-technical challenges by studying the use of a telepresence robot Double in a residential care facility .","studying the use of a telepresence robot Double in a residential care facility
<q>studying the use of a telepresence robot Double in a residential care facility"
2-s2.0-84929402154,Tech,Care delivery frame: A home telehealth system based on social networking,"Purpose: Home telehealth systems generally focus on building connections between home environments and home telehealth service providers and place technical emphasis on establishing an information platform for health data transmission, storage, and analysis. Although useful vital sign monitoring equipment and information communication technologies are readily available, many researchers and businesses are still attempting to expand coverage, and expectations for widespread adoption of home telehealth services have not been realized in Taiwan. Lack of user motivation is the key. This research suggests a paradigm shift in home telehealth systems from provision of telehealth care to enhancing older adults' interpersonal communication and social participation. Method: The core of the system is a tablet on which the CDF (Core Delivery Frame) App is installed (Figure 1). Vital sign measurement data from various devices, are transmitted via Bluetooth to the tablet. Under the SSL and HTTPS data transmission security of Facebook, data are encrypted and then posted to the elderly adult's Facebook timeline by using the one touch data-upload button on the CDF App interface. Facebook also becomes the 'user interface' of CDF for younger persons and family members who are 'Facebook friends' of the elderly adult. Under Facebook privacy settings, children and family members can browse the elderly adult's vital sign measurement data and also post caring messages, photos, and videos using the regular Facebook App. The elderly adult is able to read these messages from Facebook displayed in the simplified user interface of the CDF App on the tablet. The professional caregiver, who is a 'Facebook friend' of the elderly adult, is allowed to use the 'Comm & Care' App installed on a smartphone to retrieve vital sign data stored in Facebook. The 'Comm & Care' App provides standard home telehealth functions, such as multiple user management, graphical display, data analysis and export, event alert, etc. In addition, data can be permanently deleted from the Facebook server, as indicated in an official announcement from Facebook. A total of ten elderly adults, age 55-79, who are not living with their children, participated in a user evaluation of CDF. Only one participant had experience with computers. Nine participants suffer hypertension and diabetes. The other has diabetes but not hypertension. The average number of interactions for the participants through CDF were collected for more than five months. This research used Qualitative Content Analysis (QCA) to obtain complete and straightforward user feedback. Results & Discussion: During the evaluation period, each participant had 1.79 to 3.50 CDF interactions per day in Facebook. CDF was well received by the elderly participants and their children as indicated by the increased motivation due to the inclusion of the elderly into social networking. Implementing telehealth functions in CDF consists of installing Apps only. Cost is minimal. CDF delivered tracking vital signs, providing health-care, and forming a small 'family social network'.",long,3119,469,neutral,neutral,neutral,"This research suggests a paradigm shift in home telehealth systems from provision of telehealth care to enhancing older adults ' interpersonal communication and social participation .<q>Although useful vital sign monitoring equipment and information communication technologies are readily available , many researchers and businesses are still attempting to expand coverage , and expectations for widespread adoption of home telehealth services have not been realized in Taiwan .<q>Under Facebook privacy settings , children and family members can browse the elderly adult 's vital sign measurement data and also post caring messages , photos , and videos using the regular Facebook App .","Purpose : Home telehealth systems generally focus on building connections between home environments and home telehealth service providers and place technical emphasis on establishing an information platform for health data transmission , storage , and analysis .
This research suggests a paradigm shift in home telehealth systems from provision of telehealth care to enhancing older adults ' interpersonal communication and social participation .
Method : The core of the system is a tablet on which the CDF -LRB- Core Delivery Frame -RRB- App is installed -LRB- Figure 1 -RRB- .","This research used Qualitative Content Analysis (QCA) to obtain complete and straightforward user feedback
<q>paradigm shift"
2-s2.0-85022217859,Tech,Substitution of assisted living services by assistive technology-experts opinions and technical feasibility,"Ambient assisted living (AAL) may support ageing in place but is primarily driven by technology. The aim of this work is, to identifying reasons to move into assisted living institutions, their range of service and possible substitutability. We did semi-structured interviews with five experts from assisted living institutions and used results to design and implement assistive technologies in an AAL environment using BASIS, a cross domain bus system for smart buildings. Reasons for moving to assisted living institutions are expected benefits for chronic health problems, safety, social isolation and carefree living. We implemented six application systems for inactivity monitoring, stove shutdown, air quality monitoring, medication and appointment reminders, detection of unwanted situations before leaving and optical ringing of the doorbell. Substitution of selected assisted living services is feasible and has potential to delay necessity to move into assisted living institution if complement social services are installed. © 2017 The authors and IOS Press. All rights reserved.",medium,1090,156,neutral,neutral,neutral,"Reasons for moving to assisted living institutions are expected benefits for chronic health problems , safety , social isolation and carefree living .<q>Ambient assisted living ( AAL ) may support ageing in place but is primarily driven by technology .<q>Substitution of selected assisted living services is feasible and has potential to delay necessity to move into assisted living institution if complement social services are installed .","Ambient assisted living -LRB- AAL -RRB- may support ageing in place but is primarily driven by technology .
Reasons for moving to assisted living institutions are expected benefits for chronic health problems , safety , social isolation and carefree living .
Substitution of selected assisted living services is feasible and has potential to delay necessity to move into assisted living institution if complement social services are installed .","We did semi-structured interviews with five experts from assisted living institutions
<q>We implemented six application systems"
2-s2.0-84929417329,Tech,Creation of a 'Caricature Robot' for social inclusion of older adults,"Purpose: Communication and social participation for older adults has become an increasingly important need within an aging society. Telepresence Robots carry with them a set of technologies that provide a distinct advantage in helping older adults maintain social inclusion1. One challenging problem is how to include a robot in the homes of older adults and caregivers, while making it feel like a natural part of their daily life? This paper presents the development of WOBOT, which is a hybrid telepresence and companionship robot that offers interactive communication through video conferencing and tele-operated facial expressions, body motions, and built-in autonomous reactions. WOBOT is simple, non-humanoid robot that emphasizes 'fun' rather than 'functions', hoping to aid our elders in communication, leisure, and companionship. Method: WOBOT is our first design of a series of 'Caricature Robots', which are nonhumanoid robots that show humanoid motions in simplified or exaggerated ways. When stationary, WOBOT appears as a photo frame with two hands holding a tablet computer (Figure 1). With three degrees of freedom in motion, WOBOT's motion design is based on principles of cartoon character design2, used by animators to produce animated films. WOBOT brings some of the features of animated characters into real motions. Figure 2 shows the information structure of WOBOT. The remote user manipulates WOBOT through the user interface on a smart phone/tablet/PC to show cartoon-like facial expressions and body motions while video conferencing with the local user, the older adult staying with the robot in their home environment. By providing both verbal and nonverbal elements of interpersonal communication, the robot can better serve as the family members' or caregivers' avatar for expressing their care to the older adults at home. WOBOT is not only a communication gate, but also offers a set of autonomous reactions to interact with the older adults like a companion robot. WOBOT is in a ""Body and Brain"" system structure that enables it to be an open platform. New applications can be added by developing Apps on the tablet (brain), which transmits commands to the robotic platform through Bluetooth to perform requested motions. Result and Discussion: A lab-based evaluation, in which 16 older adults aged 52 to 80 interacted with a facilitator through WOBOT, showed positive results regarding seniors' acceptance of WOBOT. Older adults' levels of anxiety were low while interacting with WOBOT, based on their heart rate; also, the level of concentration while interacting with WOBOT was high, based on eye tracking records. With the aim of creating robots acceptable to seniors' for use in their homes, and following the Caricature Robot approach to expression and movement design, WOBOT Junior - a smaller version, to be controlled by a smart phone - is currently under development.",long,2910,450,good,neutral,neutral,"This paper presents the development of WOBOT , which is a hybrid telepresence and companionship robot that offers interactive communication through video conferencing and tele-operated facial expressions , body motions , and built-in autonomous reactions .<q>WOBOT is simple , non-humanoid robot that emphasizes 'fun ' rather than 'functions ' , hoping to aid our elders in communication , leisure , and companionship .<q>Method : WOBOT is our first design of a series of 'Caricature Robots ' , which are nonhumanoid robots that show humanoid motions in simplified or exaggerated ways .","Purpose : Communication and social participation for older adults has become an increasingly important need within an aging society .
Telepresence Robots carry with them a set of technologies that provide a distinct advantage in helping older adults maintain social inclusion1 .
Method : WOBOT is our first design of a series of ` Caricature Robots ' , which are nonhumanoid robots that show humanoid motions in simplified or exaggerated ways .","presents the development of WOBOT
<q>open platform"
2-s2.0-84992160785,Tech,A Novel and Intelligent Home Monitoring System for Care Support of Elders with Cognitive Impairment,"Background: Assistive technology, in the form of a smart home environment, is employed to support people with dementia. Objectives: To propose a system for continuous and objective remote monitoring of problematic daily living activity areas and design personalized interventions based on system feedback and clinical observations for improving cognitive function and health-related quality of life. Methods: The assistive technology of the proposed system, including wearable, sleep, object motion, presence, and utility usage sensors, was methodically deployed at four different home installations of people with cognitive impairment. Detection of sleep patterns, physical activity, and activities of daily living, based on the collected sensor data and analytics, was available at all times through comprehensive data visualization solutions. Combined with clinical observation, targeted psychosocial interventions were introduced to enhance the participants' quality of life and improve their cognitive functions and daily functionality. Meanwhile, participants and their caregivers were able to visualize a reduced set of information tailored to their needs. Results: Overall, paired-sample t-test analysis of monitored qualities revealed improvement for all participants in neuropsychological assessment. Moreover, improvement was detected from the beginning to the end of the trial, in physical condition and in the domains of sleep. Detecting abnormalities via the system, for example in sleep quality, such as REM sleep, has proved to be critical to assess current status, drive interventions, and evaluate improvements in a reliable manner. Conclusion: It has been proved that the proposed system is suitable to support clinicians to reliably drive and evaluate clinical interventions toward quality of life improvement of people with cognitive impairment. © 2016 - IOS Press and the authors. All rights reserved.",medium,1923,269,neutral,neutral,neutral,"Methods : The assistive technology of the proposed system , including wearable , sleep , object motion , presence , and utility usage sensors , was methodically deployed at four different home installations of people with cognitive impairment .<q>Combined with clinical observation , targeted psychosocial interventions were introduced to enhance the participants ' quality of life and improve their cognitive functions and daily functionality .<q>Background : Assistive technology , in the form of a smart home environment , is employed to support people with dementia .","Background : Assistive technology , in the form of a smart home environment , is employed to support people with dementia .
Objectives : To propose a system for continuous and objective remote monitoring of problematic daily living activity areas and design personalized interventions based on system feedback and clinical observations for improving cognitive function and health-related quality of life .
Methods : The assistive technology of the proposed system , including wearable , sleep , object motion , presence , and utility usage sensors , was methodically deployed at four different home installations of people with cognitive impairment .","methodically deployed at four different home installations of people with cognitive impairment
<q>methodically deployed at four different home installations of people with cognitive impairment"
2-s2.0-84978039774,Tech,Assessing Social Isolation: Pilot Testing Different Methods,"Social isolation is a significant public health problem among many older adults; however, most of the empirical knowledge about isolation derives from community-based samples. There has been less attention given to isolation in senior housing communities. The objectives of this pilot study were to test two methods to identify socially isolated residents in low-income senior housing and compare findings about the extent of isolation from these two methods. The first method, self-report by residents, included 47 out of 135 residents who completed in-person interviews. To determine self-report isolation, residents completed the Lubben Social Network Scale 6 (LSNS-6). The second method involved a staff member who reported the extent of isolation on all 135 residents via an online survey. Results indicated that 26% of residents who were interviewed were deemed socially isolated by the LSNS-6. Staff members rated 12% of residents as having some or a lot of isolation. In comparing the two methods, staff members rated 2% of interviewed residents as having a lot of isolation. The combination of self-report and staff report could be more informative than just self-report alone, particularly when participation rates are low. However, researchers should be aware of the potential discrepancy between these two methods. © 2016 Taylor & Francis.",medium,1351,205,good,neutral,suboptimal,The objectives of this pilot study were to test two methods to identify socially isolated residents in low-income senior housing and compare findings about the extent of isolation from these two methods .<q>There has been less attention given to isolation in senior housing communities .<q>Results indicated that 26 % of residents who were interviewed were deemed socially isolated by the LSNS-6 .,"Social isolation is a significant public health problem among many older adults ; however , most of the empirical knowledge about isolation derives from community-based samples .
There has been less attention given to isolation in senior housing communities .
The second method involved a staff member who reported the extent of isolation on all 135 residents via an online survey .","test two methods to identify socially isolated residents in low-income senior housing and compare findings about the extent of isolation from these two methods
<q>online survey"
